SampleID,phylum_Actinobacteria,phylum_Bacteroidetes,phylum_Firmicutes,phylum_Proteobacteria,phylum_Verrucomicrobia,phylum_unclassified_Bacteria,class_Actinobacteria,class_Bacilli,class_Bacteroidia,class_Betaproteobacteria,class_Clostridia,class_Deltaproteobacteria,class_Erysipelotrichia,class_Gammaproteobacteria,class_Negativicutes,class_Verrucomicrobiae,class_unclassified_Bacteria,class_unclassified_Firmicutes,order_Bacteroidales,order_Burkholderiales,order_Clostridiales,order_Coriobacteriales,order_Desulfovibrionales,order_Enterobacteriales,order_Erysipelotrichales,order_Lactobacillales,order_Selenomonadales,order_Verrucomicrobiales,order_unclassified_Bacteria,order_unclassified_Firmicutes,family_Acidaminococcaceae,family_Bacteroidaceae,family_Clostridiaceae.1,family_Clostridiales_Incertae.Sedis.XIII,family_Coriobacteriaceae,family_Desulfovibrionaceae,family_Enterobacteriaceae,family_Erysipelotrichaceae,family_Lachnospiraceae,family_Peptostreptococcaceae,family_Porphyromonadaceae,family_Prevotellaceae,family_Rikenellaceae,family_Ruminococcaceae,family_Streptococcaceae,family_Sutterellaceae,family_Veillonellaceae,family_Verrucomicrobiaceae,family_unclassified_Bacteria,family_unclassified_Clostridiales,family_unclassified_Firmicutes,genus_Akkermansia,genus_Alistipes,genus_Anaerotruncus,genus_Anaerovorax,genus_Bacteroides,genus_Barnesiella,genus_Bilophila,genus_Blautia,genus_Butyricicoccus,genus_Butyricimonas,genus_Clostridium.IV,genus_Clostridium.XI,genus_Clostridium.XVIII,genus_Clostridium.XlVa,genus_Clostridium.XlVb,genus_Clostridium.sensu.stricto,genus_Collinsella,genus_Coprococcus,genus_Dorea,genus_Eggerthella,genus_Erysipelotrichaceae_incertae_sedis,genus_Faecalibacterium,genus_Flavonifractor,genus_Holdemania,genus_Lachnospiracea_incertae_sedis,genus_Odoribacter,genus_Oscillibacter,genus_Parabacteroides,genus_Parasutterella,genus_Phascolarctobacterium,genus_Prevotella,genus_Pseudoflavonifractor,genus_Roseburia,genus_Ruminococcus,genus_Streptococcus,genus_Veillonella,genus_unclassified_Bacteria,genus_unclassified_Clostridiales,genus_unclassified_Clostridiales_Incertae.Sedis.XIII,genus_unclassified_Coriobacteriaceae,genus_unclassified_Erysipelotrichaceae,genus_unclassified_Firmicutes,genus_unclassified_Lachnospiraceae,genus_unclassified_Porphyromonadaceae,genus_unclassified_Ruminococcaceae
ZN9TKCJ-01,0.005093561,0.37515414700000005,0.5602380570000001,0.015924079,0.010294354,0.030561364,0.005093561,0.000268082,0.363358533,0.015334298,0.542598252,0.00042893099999999996,0.006380355,0.000160849,0.009919039000000001,0.010187121,0.030561364,0.001072329,0.363358533,0.015334298,0.542598252,0.004932710999999999,0.00042893099999999996,0.000107233,0.006380355,0.000268082,0.009919039000000001,0.010187121,0.030561364,0.001072329,0.009919039000000001,0.309045091,0.0,0.000375315,0.004932710999999999,0.00042893099999999996,0.000107233,0.006380355,0.27725055,0.00042893099999999996,0.012814326000000001,0.000107233,0.041391882000000005,0.243579433,0.000268082,0.013564956000000001,0.0,0.010187121,0.030561364,0.020964023000000002,0.001072329,0.010187121,0.041391882000000005,0.001608493,0.000160849,0.309045091,0.000214466,0.000321699,0.09441853,0.0013940270000000002,0.000160849,0.022733366,0.00042893099999999996,0.005897807,0.0035386840000000003,0.000965096,0.0,0.0035386840000000003,0.0040212320000000005,0.005683341,0.000321699,0.0,0.136882741,0.000536164,0.000321699,0.09490107800000001,0.000857863,0.030400515,0.007559916,0.013564956000000001,5.36e-05,0.000107233,0.000160849,0.013350491,0.032545172000000004,0.000268082,0.0,0.030561364,0.020964023000000002,0.000214466,0.00075063,5.36e-05,0.001072329,0.060372098,0.0040212320000000005,0.01726449
ZN9TKCJ-02,0.005327511,0.375720524,0.5865938860000001,0.00790393,0.001222707,0.022227074,0.005327511,0.000218341,0.36510917,0.0077729259999999994,0.5808733620000001,4.3700000000000005e-05,0.001790393,8.73e-05,0.002620087,0.001222707,0.022227074,0.001091703,0.36510917,0.0077729259999999994,0.5808733620000001,0.005283843000000001,4.3700000000000005e-05,8.73e-05,0.001790393,0.000218341,0.002620087,0.001222707,0.022227074,0.001091703,0.002576419,0.312707424,4.3700000000000005e-05,0.00039301300000000005,0.005283843000000001,4.3700000000000005e-05,8.73e-05,0.001790393,0.16301310000000002,0.000174672,0.023275109,0.0,0.029126638,0.41205240200000004,0.000218341,0.007554585,4.3700000000000005e-05,0.001222707,0.022227074,0.005196507,0.001091703,0.001222707,0.029126638,0.000131004,0.000174672,0.312707424,8.73e-05,4.3700000000000005e-05,0.015283843,0.000524017,0.00039301300000000005,0.028777293,0.000174672,0.001615721,0.001659389,0.002008734,4.3700000000000005e-05,0.003406114,0.003930131,0.004454148,0.000611354,0.0,0.33969432299999996,0.00043668099999999996,8.73e-05,0.071877729,0.00231441,0.020567686,0.006637555,0.007554585,0.0,0.0,8.73e-05,0.029781659,0.007379913,0.000218341,4.3700000000000005e-05,0.022227074,0.005196507,0.000218341,0.000742358,4.3700000000000005e-05,0.001091703,0.033930131,0.013842795,0.014454148
ZN3TBJM-01,0.001277528,0.680192237,0.305329115,0.006691811999999999,0.000547512,0.005961796,0.001277528,6.08e-05,0.6796447259999999,0.002007543,0.292553839,0.0,0.007604331,0.0,0.0032850709999999997,0.000547512,0.005961796,0.00182504,0.6796447259999999,0.002007543,0.292493004,0.001277528,0.0,0.0,0.007604331,6.08e-05,0.0032850709999999997,0.000547512,0.005961796,0.00182504,0.003224237,0.6549458570000001,0.0,0.00024333900000000002,0.001277528,0.0,0.0,0.007604331,0.195096727,0.00182504,0.016364521,0.000669181,0.006691811999999999,0.07701666900000001,6.08e-05,0.002007543,6.08e-05,0.000547512,0.005961796,0.01831123,0.00182504,0.000547512,0.006691811999999999,6.08e-05,0.00018250400000000003,0.6549458570000001,0.000608347,0.0,0.05767125,0.000669181,0.00024333900000000002,6.08e-05,0.00182504,0.000486677,0.000547512,0.0007300160000000001,0.0,0.00091252,0.004258426,0.009186032,0.0,0.00018250400000000003,0.016364521,0.00036500800000000005,6.08e-05,0.05219613099999999,0.00079085,0.004258426,0.014721986000000001,0.0,0.003224237,0.000669181,0.00024333900000000002,0.0122886,0.004380095,6.08e-05,6.08e-05,0.005961796,0.01831123,6.08e-05,0.000304173,0.006874316,0.00182504,0.058218760999999994,0.0,0.050492761
ZN3TBJM-02,8.44e-05,0.560293869,0.41319033899999996,0.009795643,0.000506671,0.016129031999999998,8.44e-05,0.007853403,0.560040534,0.003377808,0.382621179,0.00016889,0.011484547,0.0,0.009880088,0.000506671,0.016129031999999998,0.0013511229999999999,0.560040534,0.003377808,0.382536734,8.44e-05,0.00016889,0.0,0.011484547,0.007853403,0.009880088,0.000506671,0.016129031999999998,0.0013511229999999999,0.009795643,0.483110961,0.0027022459999999997,8.44e-05,8.44e-05,0.00016889,0.0,0.011484547,0.189579463,0.001773349,0.067640601,0.00016889,0.0076845130000000005,0.106992062,0.0076845130000000005,0.003377808,8.44e-05,0.000506671,0.016129031999999998,0.081405168,0.0013511229999999999,0.000506671,0.0076845130000000005,0.0,8.44e-05,0.483110961,0.002364465,8.44e-05,0.019760176,0.000337781,0.000506671,8.44e-05,0.001773349,0.000675562,0.001266678,0.0027866909999999996,0.0027022459999999997,8.44e-05,0.012751223999999999,0.003884479,0.0,0.0007600069999999999,0.05396048,0.00016889,8.44e-05,0.052440466,0.0007600069999999999,0.005573383,0.06358723200000001,8.44e-05,0.009795643,0.00016889,0.000253336,0.021364634,0.028880257000000003,0.0076845130000000005,8.44e-05,0.016129031999999998,0.081405168,0.0,0.0,0.009964533000000001,0.0013511229999999999,0.075325114,0.000422226,0.017564601000000003
ZN3TBJM-03,0.000394763,0.7859069679999999,0.201263241,0.005987236,0.0,0.006447793,0.000394763,0.00052635,0.7859069679999999,0.005460886,0.19396012899999998,0.0,0.004342391,0.0,0.001973814,0.0,0.006447793,0.00046055699999999995,0.7859069679999999,0.005460886,0.19396012899999998,0.000394763,0.0,0.0,0.004342391,0.00052635,0.001973814,0.0,0.006447793,0.00046055699999999995,0.00190802,0.771498125,0.00019738099999999997,0.0,0.000394763,0.0,0.0,0.004342391,0.11684979300000001,0.0025659579999999997,0.01125074,0.00032896900000000003,0.0017764329999999998,0.070333575,0.00052635,0.005460886,6.579999999999999e-05,0.0,0.006447793,0.004013422,0.00046055699999999995,0.0,0.0017764329999999998,0.0,0.0,0.771498125,0.0005921440000000001,0.0,0.012895585,0.000131588,0.000131588,0.000131588,0.0025659579999999997,6.579999999999999e-05,0.0005921440000000001,0.000921113,0.00019738099999999997,0.00032896900000000003,0.00052635,0.005131917,0.0,0.000131588,0.057635371,0.0,6.579999999999999e-05,0.047963682,0.000394763,0.00138167,0.009934864,0.0,0.00190802,0.00032896900000000003,0.0,0.010855977,6.579999999999999e-05,0.00052635,6.579999999999999e-05,0.006447793,0.004013422,0.0,6.579999999999999e-05,0.004079216,0.00046055699999999995,0.037963024,0.00019738099999999997,0.010987565
ZN3TBJM-04,0.0010394339999999999,0.642889625,0.335931917,0.009744689,0.000194894,0.010134477,0.0010394339999999999,0.00045475199999999994,0.642889625,0.005132203,0.32605729899999997,0.0,0.006236601,0.0,0.001689079,0.000194894,0.010134477,0.001494186,0.642889625,0.005132203,0.32605729899999997,0.0010394339999999999,0.0,0.0,0.006236601,0.00045475199999999994,0.001689079,0.000194894,0.010134477,0.001494186,0.001624115,0.617943221,0.000324823,0.0,0.0010394339999999999,0.0,0.0,0.006236601,0.170726954,6.500000000000001e-05,0.019164555,0.000194894,0.005197168,0.14623530199999998,0.00045475199999999994,0.005132203,6.500000000000001e-05,0.000194894,0.010134477,0.008705256,0.001494186,0.000194894,0.005197168,0.0,0.0,0.617943221,0.000779575,0.0,0.015331643999999998,0.000324823,0.000194894,6.500000000000001e-05,6.500000000000001e-05,0.000324823,0.002663548,0.00155915,0.000324823,0.0005197169999999999,0.002273761,0.005132203,0.000259858,6.500000000000001e-05,0.130708764,0.000194894,0.0,0.053206002999999995,0.001364256,0.003508088,0.016760865,0.0,0.001624115,0.000194894,0.000129929,0.011563698,0.0,0.000194894,6.500000000000001e-05,0.010134477,0.008705256,0.0,0.000259858,0.005781849,0.001494186,0.078931982,6.500000000000001e-05,0.011238875
ZN3TBJM-06,0.0007069410000000001,0.746915167,0.225771208,0.01407455,0.0,0.012532133999999999,0.0007069410000000001,0.000321337,0.746915167,0.013046272,0.210475578,0.0,0.009768638,0.000257069,0.003084833,0.0,0.012532133999999999,0.002120823,0.746915167,0.013046272,0.210475578,0.0007069410000000001,0.0,0.000257069,0.009768638,0.000321337,0.003084833,0.0,0.012532133999999999,0.002120823,0.002763496,0.728920308,0.00044987099999999996,0.0,0.0007069410000000001,0.0,0.000257069,0.009768638,0.173071979,0.000192802,0.016773779,0.0,0.000899743,0.034768638,0.000321337,0.013046272,0.000321337,0.0,0.012532133999999999,0.001992288,0.002120823,0.0,0.000899743,0.0,0.0,0.728920308,0.001028278,0.0,0.016066838,0.000385604,0.0,0.000192802,0.000192802,0.0,0.0017352189999999999,0.001928021,0.00044987099999999996,0.000514139,0.000771208,0.003984576,0.000192802,0.0,0.02403599,0.0,6.43e-05,0.059061697,0.00044987099999999996,0.002699229,0.01529563,0.0,0.002763496,0.0,0.0,0.030912596,0.0,0.000321337,0.000321337,0.012532133999999999,0.001992288,0.0,0.0,0.00970437,0.002120823,0.058611825,0.0,0.007455013000000001
ZN3TBJM-07,0.00040609099999999997,0.794111675,0.18,0.015532995,0.003756345,0.0061928930000000005,0.00040609099999999997,0.000203046,0.793807107,0.0036548220000000003,0.17147208100000003,0.000203046,0.00030456900000000003,0.0,0.005482234,0.003756345,0.0061928930000000005,0.0025380710000000003,0.793807107,0.0036548220000000003,0.17147208100000003,0.000203046,0.000203046,0.0,0.00030456900000000003,0.000203046,0.005482234,0.003756345,0.0061928930000000005,0.0025380710000000003,0.005380711,0.7660913709999999,0.002944162,0.000101523,0.000203046,0.000203046,0.0,0.00030456900000000003,0.11045685300000001,0.00040609099999999997,0.014213198,0.00030456900000000003,0.012791878000000001,0.04700507599999999,0.000203046,0.0036548220000000003,0.000101523,0.003756345,0.0061928930000000005,0.010558376000000001,0.0025380710000000003,0.003756345,0.012791878000000001,0.0,0.0,0.7660913709999999,0.004467005,0.000203046,0.020913706,0.0006091369999999999,0.0006091369999999999,0.0,0.00040609099999999997,0.0,0.0015228429999999999,0.0006091369999999999,0.002944162,0.000101523,0.0008121830000000001,0.004263959,0.0,0.0,0.003857868,0.000507614,0.0,0.022233502999999998,0.0008121830000000001,0.009238579,0.00822335,0.0,0.005380711,0.00030456900000000003,0.0,0.014720812,0.00142132,0.000203046,0.000101523,0.0061928930000000005,0.010558376000000001,0.000101523,0.000101523,0.00030456900000000003,0.0025380710000000003,0.045380711,0.000101523,0.031370558
ZN3TBJM-10,0.0051224320000000005,0.48133971299999995,0.445989305,0.034112018,0.003771461,0.029665072,0.0051224320000000005,0.000788066,0.47970729,0.004109203,0.42240360299999996,0.000112581,0.008330988000000001,0.0,0.01232761,0.003771461,0.029665072,0.0021390370000000003,0.47970729,0.004109203,0.42234731200000003,0.0051224320000000005,0.000112581,0.0,0.008330988000000001,0.000788066,0.01232761,0.003771461,0.029665072,0.0021390370000000003,0.01227132,0.41092034899999996,0.0006754860000000001,0.0007317760000000001,0.0051224320000000005,0.000112581,0.0,0.008330988000000001,0.22825781,0.00033774300000000005,0.032029271,0.000225162,0.031410076,0.14477906,0.000788066,0.004109203,5.629999999999999e-05,0.003771461,0.029665072,0.047565438,0.0021390370000000003,0.003771461,0.031410076,0.000168871,5.629999999999999e-05,0.41092034899999996,0.005572755,0.000112581,0.042443006,0.001970166,0.00033774300000000005,0.0,0.00033774300000000005,5.629999999999999e-05,0.0009569380000000001,0.0009569380000000001,0.0006754860000000001,0.003546299,0.0016324229999999998,0.00613566,0.001069519,0.000112581,0.051899803,0.00033774300000000005,0.0,0.050042218,0.0020827470000000002,0.012834225,0.023810863999999998,0.000112581,0.01227132,0.000225162,0.000450324,0.024655221,0.007655502,0.00033774300000000005,5.629999999999999e-05,0.029665072,0.047565438,0.0006754860000000001,0.000394033,0.008162117,0.0021390370000000003,0.10143540699999999,0.000225162,0.069462426
ZN3TBJM-1011,0.0021599370000000002,0.619102691,0.342494643,0.009558148,0.0005102209999999999,0.026123338,0.0021599370000000002,0.000612266,0.618660499,0.006020613,0.31667743800000003,6.8e-05,0.004557978,1.7e-05,0.014388244,0.0005102209999999999,0.026123338,0.006258716,0.618660499,0.006020613,0.316592401,0.0021599370000000002,6.8e-05,0.0,0.004557978,0.000612266,0.014388244,0.0005102209999999999,0.026123338,0.006258716,0.014320215,0.560308174,8.499999999999999e-05,0.00045919900000000003,0.0021599370000000002,6.8e-05,0.0,0.004557978,0.235127045,0.0,0.039865302000000005,0.0,0.017194462,0.054049457,0.000561244,0.006020613,6.8e-05,0.0005102209999999999,0.026123338,0.026871662,0.006258716,0.0005102209999999999,0.017194462,5.1e-05,5.1e-05,0.560308174,0.002074901,5.1e-05,0.038997925,0.000765332,0.000578251,0.000170074,0.0,0.00110548,0.0014796420000000002,0.0030783359999999997,8.499999999999999e-05,0.001666723,0.0017007379999999998,0.005459369,0.00015306600000000001,5.1e-05,0.016956359,0.000476207,5.1e-05,0.09843872199999999,0.001054458,0.007874417,0.036021633,0.0,0.014320215,0.0,5.1e-05,0.00857172,0.0,0.000561244,6.8e-05,0.026123338,0.026871662,0.00040817699999999996,0.000340148,0.003214395,0.006258716,0.07733256200000001,0.000136059,0.02753495
ZN3TBJM-1013,0.00041279699999999996,0.42910216700000003,0.519023048,0.032817337,0.0,0.018644651,0.00041279699999999996,0.000550396,0.42903336799999997,0.005503956,0.506639147,0.0,0.005847953,0.0,0.002614379,0.0,0.018644651,0.003371173,0.42903336799999997,0.005503956,0.506639147,0.00041279699999999996,0.0,0.0,0.005847953,0.000550396,0.002614379,0.0,0.018644651,0.003371173,0.002614379,0.401651187,0.003990368,0.0,0.00041279699999999996,0.0,0.0,0.005847953,0.37626419,6.879999999999999e-05,0.020433437,0.0,0.006467148000000001,0.11124871,0.000550396,0.005503956,0.0,0.0,0.018644651,0.015067078999999999,0.003371173,0.0,0.006467148000000001,0.0,0.0,0.401651187,0.0006879939999999999,0.0,0.034193326,0.0008943930000000001,0.000481596,6.879999999999999e-05,6.879999999999999e-05,0.00034399699999999997,0.0020639829999999997,0.001375989,0.003990368,0.00041279699999999996,0.001995184,0.004265566,0.0,0.0,0.08496732,6.879999999999999e-05,0.0,0.100722394,0.001100791,0.003027176,0.018025456000000002,0.0,0.002614379,0.0,0.000275198,0.08379773,0.0,0.000550396,0.0,0.018644651,0.015067078999999999,0.0,0.0,0.0054351569999999995,0.003371173,0.147850017,0.000137599,0.021947024
ZN3TBJM-1014,0.000832085,0.590614079,0.37052754200000004,0.00058246,0.000166417,0.037277417,0.000832085,0.001164919,0.59053087,0.000499251,0.348477284,0.0,0.009985022,0.0,0.007239141,0.000166417,0.037277417,0.003661175,0.59053087,0.000499251,0.348477284,0.000748877,0.0,0.0,0.009985022,0.001164919,0.007239141,0.000166417,0.037277417,0.003661175,0.006157431,0.5740555829999999,0.000332834,0.00024962599999999997,0.000748877,0.0,0.0,0.009985022,0.289149609,0.001414545,0.009652188,0.00041604300000000006,0.005907805,0.042519554,0.001164919,0.000499251,0.001081711,0.000166417,0.037277417,0.014811117,0.003661175,0.000166417,0.005907805,0.0,0.0,0.5740555829999999,0.00058246,0.0,0.013812613999999999,0.000748877,8.32e-05,0.000166417,0.001414545,0.000166417,0.002163422,0.004659677,0.000332834,0.00041604300000000006,0.000915294,0.0035779659999999997,0.000166417,0.0,0.02080213,0.0,0.0,0.069562323,0.00058246,0.00282909,0.008404060999999999,0.0,0.006157431,0.00041604300000000006,0.000332834,0.044350140999999996,0.0,0.001164919,0.001081711,0.037277417,0.014811117,0.00024962599999999997,0.000166417,0.009735397,0.003661175,0.15010817099999998,0.0,0.017640206000000002
ZN3TBJM-1015,0.000252016,0.702683972,0.279737903,0.004914315,0.0,0.012411793999999999,0.000252016,0.000126008,0.702683972,0.003969254,0.270224294,0.0,0.004725302,0.0,0.0026461690000000003,0.0,0.012411793999999999,0.0020161289999999998,0.702683972,0.003969254,0.270224294,0.000252016,0.0,0.0,0.004725302,0.000126008,0.0026461690000000003,0.0,0.012411793999999999,0.0020161289999999998,0.002457157,0.678679435,0.000819052,6.3e-05,0.000252016,0.0,0.0,0.004725302,0.191910282,6.3e-05,0.018649193999999997,0.00031502,0.00390625,0.07365171400000001,0.000126008,0.003969254,0.000189012,0.0,0.012411793999999999,0.003717238,0.0020161289999999998,0.0,0.00390625,0.0,0.0,0.678679435,0.0013860889999999999,0.0,0.008568548,0.0013860889999999999,0.000189012,6.3e-05,6.3e-05,0.0,0.001575101,0.0015120970000000002,0.000819052,6.3e-05,0.0012600810000000001,0.0030241940000000004,0.0,0.0,0.061239919000000004,6.3e-05,0.0,0.041645665,0.000378024,0.001827117,0.016633065,0.000126008,0.002457157,0.00031502,0.0,0.040952621,0.0,0.000126008,0.000189012,0.012411793999999999,0.003717238,6.3e-05,0.000189012,0.004725302,0.0020161289999999998,0.093371976,6.3e-05,0.009072581
ZN3TBJM-1023,0.008628751,0.46897050100000004,0.49213636,0.009096319,0.0,0.021125562999999997,0.008628751,0.000170025,0.468927995,0.007396071999999999,0.469735612,0.000255037,0.007523591,0.0,0.010584035,0.0,0.021125562999999997,0.0041230979999999995,0.468927995,0.007396071999999999,0.469735612,0.008543739,0.000255037,0.0,0.007523591,0.000170025,0.010584035,0.0,0.021125562999999997,0.0041230979999999995,0.010584035,0.456516195,0.002507864,0.000127518,0.008543739,0.000255037,0.0,0.007523591,0.26281560800000003,0.0,0.0055258009999999995,0.0,0.006418431,0.149536683,8.499999999999999e-05,0.007396071999999999,0.0,0.0,0.021125562999999997,0.054747937999999996,0.0041230979999999995,0.0,0.006418431,4.2499999999999996e-05,4.2499999999999996e-05,0.456516195,0.000382555,0.000255037,0.053600272000000004,0.003017938,0.00034004900000000004,4.2499999999999996e-05,0.0,0.000170025,0.002507864,0.001827765,0.002507864,0.0076936159999999995,0.003910567,0.00476069,0.000127518,0.0,0.03068945,0.00055258,0.0,0.064609368,0.000255037,0.052155062,0.004505653,0.0,0.010584035,0.0,0.00034004900000000004,0.039063164,0.005355777,8.499999999999999e-05,0.0,0.021125562999999997,0.054747937999999996,8.499999999999999e-05,0.000722605,0.007353566,0.0041230979999999995,0.09253591800000001,4.2499999999999996e-05,0.057213296
ZN3TBJM-11,0.0014821839999999999,0.470949191,0.23652694600000002,0.272840458,0.0,0.017371198,0.0014821839999999999,0.00014821799999999998,0.468785202,0.019624118,0.218414656,0.000266793,0.005039426,0.0,0.012628209,0.0,0.017371198,0.000296437,0.468785202,0.019624118,0.218414656,0.00145254,0.000266793,0.0,0.005039426,0.00014821799999999998,0.012628209,0.0,0.017371198,0.000296437,0.012628209,0.383944981,0.000266793,5.93e-05,0.00145254,0.000266793,0.0,0.005039426,0.111489892,0.0,0.041026857,0.0,0.042568329,0.09097646300000001,0.00014821799999999998,0.019624118,0.0,0.0,0.017371198,0.015622221,0.000296437,0.0,0.042568329,0.00014821799999999998,5.93e-05,0.383944981,0.002608644,0.000237149,0.01778621,0.000266793,0.001245035,5.93e-05,0.0,8.89e-05,0.000355724,0.001363609,0.000266793,0.001245035,0.000326081,0.001304322,0.0,0.0,0.02688682,0.000355724,2.9600000000000005e-05,0.016244738,0.002282564,0.030918361000000002,0.034653465,0.000118575,0.012628209,0.0,8.89e-05,0.013754668999999999,0.006136241999999999,5.93e-05,0.0,0.017371198,0.015622221,0.0,8.89e-05,0.0048615640000000005,0.000296437,0.060354538,0.000237149,0.026027154
ZN3TBJM-2011,0.002324906,0.627608253,0.35042138899999997,0.0058703869999999995,0.001336821,0.01145016,0.002324906,0.000464981,0.627433885,0.005405405,0.343272305,0.000348736,0.003196745,0.0,0.001859924,0.001336821,0.01145016,0.0016274339999999999,0.627433885,0.005405405,0.343272305,0.002324906,0.000348736,0.0,0.003196745,0.000464981,0.001859924,0.001336821,0.01145016,0.0016274339999999999,0.0018018020000000001,0.582853822,0.00197617,0.000116245,0.002324906,0.000348736,0.0,0.003196745,0.167276954,5.8099999999999996e-05,0.034408602,0.000116245,0.008602151,0.162685266,0.000464981,0.005405405,5.8099999999999996e-05,0.001336821,0.01145016,0.011159546999999999,0.0016274339999999999,0.001336821,0.008602151,5.8099999999999996e-05,0.000116245,0.582853822,0.002034292,0.000348736,0.012786981000000001,0.001453066,0.00087184,0.000290613,5.8099999999999996e-05,5.8099999999999996e-05,0.001046207,0.001046207,0.00197617,0.00197617,0.000988085,0.002789887,0.000174368,0.0,0.08759081699999999,0.000290613,5.8099999999999996e-05,0.038942168,0.000348736,0.035919791,0.031153734,0.0,0.0018018020000000001,0.000116245,0.000116245,0.030921244,0.0,0.000464981,5.8099999999999996e-05,0.01145016,0.011159546999999999,0.0,0.000116245,0.0030805,0.0016274339999999999,0.078756176,0.0,0.036849753
ZN3TBJM-2012,0.006797676,0.45816339100000003,0.48659003799999995,0.007971821,0.002348288,0.038128785,0.006797676,0.000123594,0.45779260899999996,0.007106662,0.472500309,0.000308985,0.004943765,0.0,0.0068594730000000005,0.002348288,0.038128785,0.002162897,0.45779260899999996,0.007106662,0.472500309,0.006797676,0.000308985,0.0,0.004943765,0.000123594,0.0068594730000000005,0.002348288,0.038128785,0.002162897,0.0068594730000000005,0.417871709,0.001297738,0.000308985,0.006797676,0.000308985,0.0,0.004943765,0.20924484,0.0,0.026201952999999997,0.0,0.011988628999999999,0.232727722,6.18e-05,0.007106662,0.0,0.002348288,0.038128785,0.028921022999999997,0.002162897,0.002348288,0.011988628999999999,0.000123594,0.000123594,0.417871709,0.0026572740000000003,0.000308985,0.021876159,0.0020393029999999997,0.000308985,0.000247188,0.0,0.000432579,0.00105055,0.0026572740000000003,0.001297738,0.005870721,0.003089853,0.003955012,0.000247188,0.0,0.11030774900000001,0.000926956,0.00018539099999999997,0.066988011,0.000432579,0.040415276,0.022741317999999996,0.00018539099999999997,0.0068594730000000005,0.0,0.000123594,0.022741317999999996,0.0,6.18e-05,0.0,0.038128785,0.028921022999999997,0.00018539099999999997,0.000617971,0.004325794,0.002162897,0.086886664,6.18e-05,0.078296873
ZN3TBJM-2013,0.003768081,0.496961225,0.444937401,0.030023095,0.000182326,0.024127872,0.003768081,0.00030387700000000003,0.496475021,0.015497751,0.431019813,6.08e-05,0.007596937,6.08e-05,0.003889632,0.000182326,0.024127872,0.0021271420000000003,0.496475021,0.015497751,0.431019813,0.003768081,6.08e-05,6.08e-05,0.007596937,0.00030387700000000003,0.003889632,0.000182326,0.024127872,0.0021271420000000003,0.003585754,0.438130546,0.0005469790000000001,0.000182326,0.003768081,6.08e-05,6.08e-05,0.007596937,0.230643005,0.0,0.049167376,0.0,0.008387018000000001,0.183541996,0.00030387700000000003,0.015497751,0.00030387700000000003,0.000182326,0.024127872,0.016105506000000002,0.0021271420000000003,0.000182326,0.008387018000000001,6.08e-05,6.08e-05,0.438130546,0.001519387,6.08e-05,0.027895952,0.0007900810000000001,0.0007900810000000001,0.000486204,0.0,0.0005469790000000001,0.0007900810000000001,0.0021271420000000003,0.0005469790000000001,0.0031603259999999998,0.001337061,0.002674122,6.08e-05,0.000121551,0.134496171,0.00030387700000000003,0.000182326,0.071654309,0.000486204,0.018475751000000002,0.046250152,6.08e-05,0.003585754,0.0,0.000243102,0.02765285,0.0,0.00030387700000000003,0.00030387700000000003,0.024127872,0.016105506000000002,0.000121551,0.000486204,0.00674608,0.0021271420000000003,0.09651148699999999,0.000121551,0.028564482999999998
ZN3TBJM-2014,0.004321023,0.451806188,0.461254825,0.059226825,0.003975340999999999,0.016996025,0.004321023,0.000288068,0.451806188,0.04286455,0.450077778,0.000172841,0.006222273,0.0,0.004032955,0.003975340999999999,0.016996025,0.00063375,0.451806188,0.04286455,0.450077778,0.004321023,0.000172841,0.0,0.006222273,0.000288068,0.004032955,0.003975340999999999,0.016996025,0.00063375,0.003514432,0.34510572100000003,0.000172841,0.000230455,0.004321023,0.000172841,0.0,0.006222273,0.21996888899999997,0.0008065910000000001,0.08544103199999999,0.0,0.019876707,0.191277294,0.000288068,0.04286455,0.000518523,0.003975340999999999,0.016996025,0.037621708999999996,0.00063375,0.003975340999999999,0.019876707,0.00011522700000000001,0.00011522700000000001,0.34510572100000003,0.007547386999999999,0.000172841,0.015901365,0.000864205,0.0018436370000000002,0.000345682,0.0008065910000000001,0.000172841,0.002304546,0.0016131820000000001,0.000172841,0.003514432,0.00190125,0.003111137,0.00011522700000000001,0.0,0.099844443,0.000864205,5.7600000000000004e-05,0.0384283,0.001037046,0.044247278,0.074379213,0.000172841,0.003514432,0.0,5.7600000000000004e-05,0.034683412999999996,0.0,0.00011522700000000001,0.000518523,0.016996025,0.037621708999999996,0.00011522700000000001,0.000230455,0.005300455,0.00063375,0.122025696,0.00063375,0.044823414000000006
